x,y,predicted_intensity
2.099999999999959,-9.8,0.0
2.299999999999958,-9.8,0.0
2.4999999999999574,-9.8,0.0
2.6999999999999567,-9.8,0.0
2.899999999999956,-9.8,0.0
3.0999999999999552,-9.8,0.0
3.2999999999999545,-9.8,0.0
3.499999999999954,-9.8,0.0
3.699999999999953,-9.8,0.0
3.8999999999999524,-9.8,0.0
4.099999999999952,-9.8,0.0
4.299999999999951,-9.8,0.0
4.49999999999995,-9.8,0.0
4.6999999999999496,-9.8,0.0
4.899999999999949,-9.8,0.0
5.099999999999948,-9.8,0.0
5.299999999999947,-9.8,0.0
5.499999999999947,-9.8,0.0
5.699999999999946,-9.8,0.0
5.899999999999945,-9.8,0.0
6.099999999999945,-9.8,0.0
6.299999999999944,-9.8,0.0
6.499999999999943,-9.8,0.0
6.6999999999999424,-9.8,0.0
6.899999999999942,-9.8,0.0
7.099999999999941,-9.8,0.0
7.29999999999994,-9.8,0.0
7.49999999999994,-9.8,0.0
7.699999999999939,-9.8,0.0
7.899999999999938,-9.8,0.0
8.099999999999937,-9.8,0.0
8.299999999999937,-9.8,0.0
8.499999999999936,-9.8,0.0
8.699999999999935,-9.8,0.0
8.899999999999935,-9.8,0.0
9.099999999999934,-9.8,0.0
9.299999999999933,-9.8,0.0
-9.5,-9.600000000000001,0.0
-9.3,-9.600000000000001,0.0
-9.100000000000001,-9.600000000000001,0.0
-8.900000000000002,-9.600000000000001,0.0
-8.700000000000003,-9.600000000000001,0.0
-8.500000000000004,-9.600000000000001,0.0
-8.300000000000004,-9.600000000000001,0.0
-8.100000000000005,-9.600000000000001,0.0
-7.900000000000006,-9.600000000000001,0.0
-7.700000000000006,-9.600000000000001,0.0
-7.500000000000007,-9.600000000000001,0.0
-7.300000000000008,-9.600000000000001,0.0
-7.1000000000000085,-9.600000000000001,0.0
-6.900000000000009,-9.600000000000001,0.0
-6.70000000000001,-9.600000000000001,0.0
-6.500000000000011,-9.600000000000001,0.0
-6.300000000000011,-9.600000000000001,0.0
-6.100000000000012,-9.600000000000001,0.0
-5.900000000000013,-9.600000000000001,0.0
-5.7000000000000135,-9.600000000000001,0.0
-5.500000000000014,-9.600000000000001,0.0
-5.300000000000015,-9.600000000000001,0.0
-5.100000000000016,-9.600000000000001,0.0
-4.900000000000016,-9.600000000000001,0.0
